Link_Name,Link_Type,SERVICE,Rack,OTB,Port,Distance (m),KET
IDLE,,,2,2,20,-,
IDLE,,,2,2,21,-,
IDLE,,,2,2,22,-,
IDLE,,,2,2,23,-,
IDLE,,,2,2,24,-,
"DCS AL-AMIN / Asuransi jiwa syariah Al-Amin
",,,2,3,1,5688,
HOTEL HARRIS ( ASL213 ),,TV ONLY ANALOG,2,3,2,6387,
IDLE,,,2,3,3,-,
IDLE,,,2,3,4,-,
FTTH APT CASABLANCA,,,2,3,5,9389,
FTTH APT CASABLANCA (IDLE),,,2,3,6,-,
IDLE,,,2,3,7,-,
IDLE,,,2,3,8,-,
ASHLEY TUGU TANI,,,2,3,9,6282,
ASHLEY TUGU TANI,,,2,3,10,6282,
IDLE,,,2,3,11,-,
IDLE,,,2,3,12,-,
REVERSE PROJECT MAINTANCE OLT / SLM PE-10 to PCB PE-01 / PURI CASABLANCA,,,2,3,13,7324,
REVERSE PROJECT MAINTANCE OLT / SLM PE-10 to PCB PE-01 / PURI CASABLANCA,,,2,3,14,7322,
IDLE,,,2,3,15,-,
IDLE,,,2,3,16,-,
IDLE,,,2,3,17,-,
IDLE,,,2,3,18,-,
IDLE,,,2,3,19,-,
IDLE,,,2,3,20,-,
IDLE,,,2,3,21,-,
IDLE,,,2,3,22,-,
IDLE,,,2,3,23,-,
IDLE,,,2,3,24,-,
DSL13000,RX,TV + INTERNET,2,4,1,2388,
DSL13000,TX,TV + INTERNET,2,4,2,2396,
ASL20800 / HOTEL BAPEPAM,,TV ONLY ANALOG,2,4,3,6614,
ASL21500 / HOTEL ARYADUTA,,TV ONLY ANALOG,2,4,4,6028,
SARIPAN,,DCS,2,4,5,8618,
ASL21000 HOTEL SARIPAN,,TV ONLY ANALOG,2,4,6,7.687,
DCS MNC SHOP,,DCS,2,4,7,7171,
DEUTSCHE 2,,DCS,2,4,8,9509,
DCS DEUTSCHE CUSTODIAN,,DCS,2,4,9,9497,
BCA ATRIUM SENEN,,,2,4,10,6.327,
DCS DPRD DKI,,,2,4,11,7163,
DCS PERTAMINA PATRA NIAGA MOR 3,,DCS,2,4,12,3264,
DCS ERDIKA ELIT 01 SECURITIES,,DCS,2,4,13,14469,
ERDHIKA H DIPA,,DCS,2,4,14,14420,
DCS BCA KEBON SIRIH (Rehoming),,DCS,2,4,15,8900,
IDLE,,,2,4,16,-,
APT SAHID SUDIRMAN / SLM-PE-11 To SHD-PE-01,,,2,4,17,14039,
IDLE,,,2,4,18,-,
IDLE,,DCS,2,4,19,,
RAV-SW-01 / RAVINDO,,,2,4,20,7619,
(STI) SAMPOERNA TELEMEDIA KRAMAT SENEN,,DCS,2,4,21,9389,
MEGA ENERGI I,,DCS,2,4,22,9805,
ASL21600,,TV ONLY ANALOG,2,4,23,-,
POSKODALAD,,,2,4,24,13049,
ASL21400 / ABDI WALUYO,,TV ONLY ANALOG,2,5,1,-,
DJPU C.1,,DCS,2,5,2,10310,
DCS HASJRAT ABADI,,DCS,2,5,3,9738,
DCS WIJAYA KUSUMA,,DCS,2,5,4,9710,
DSL24300,TX,,2,5,5,8181,
DSL24400,,,2,5,6,7847,
DSL21800,TX,TV + INTERNET,2,5,7,7921,
DSL21800,RX,TV + INTERNET,2,5,8,7924,
DCS MODERN INTI,,DCS,2,5,9,8810,
DSL24300,RX,,2,5,10,17849,
DSL24400,,,2,5,11,8181,
DWDM  JAYABAYA SLM ?  NOC ANCOL,,dsl,2,5,12,18066,
DCS BAPEPAM01-fo,,DCS,2,5,13,10296,
DCS SUPRA C.2,,DCS,2,5,14,11126,
DCS MENARA ERA,Link SLM-PE-10 To ERA-PE-01,,2,5,15,6266,
DCS SAMUEL C.2,,DCS,2,5,16,10523,
DWDM CISCO LH ACL-SLM,,BACKBONE,2,5,17,19715,
DWDM CISCO LH ACL-SLM,,BACKBONE,2,5,18,19715,
IDLE,,TV+INTERNET,2,5,19,3345,
MENARA ERA REDUNDANT,Link SLM-PE-10 To ERA-PE-01,,2,5,20,6266,
DCS ERDIKA ELIT [NEW_PORT][SFP],,DCS,2,5,21,7474,
DCS ERDHIKA ELIT ? JTPM REDUNDANT,,DCS,2,5,22,7099,
DCS AGUNG AUTO MALL/FDS /SLM-ADV-01,,DCS,2,5,23,9606,
DWDM  JAYABAYA SLM ?  NOC ANCOL,,BACKBONE,2,5,24,18066,
DCS ALDIRA CITRA,,DCS,2,6,1,8710,
DCS MERCUBUANA,,DCS,2,6,2,9567,
PLAZA BANK INDEX / INDX,,DCS,2,6,3,8078,
PLAZA BANK INDEX / INDX,,DCS,2,6,4,8078,
LS PERTAMINA / PERTAMINA GAMBIR,TV ONLY,,2,6,5,7525,
"Pusat Data Dan Informasi Cipta Karya, Tata Ruang Dan Pertanahan PADEMANGAN BARAT",,,2,6,6,16144,
IDDLE,,,2,6,7,,
ASL20900 / DEUTSCHE BANK,,TV + INTERNET,2,6,8,10449,
ASL20900 / DEUTSCHE BANK,,TV + INTERNET,2,6,9,10449,
SATKER TNI AL SPOTMAR,,DCS,2,6,10,5800,
DCS BNP PARIBAS C.1,,DCS,2,6,11,14640,
DCS RSIA BUNDA,,DCS,2,6,12,9624,
DWDM RE-ENG SLM <> BDN METRO,,BACKBONE new,2,6,13,26308,31000 m
IDLE,,,2,6,14,-,
DWDM SISCO LH SLM <> BDN,,BACKBONE new,2,6,15,26379,30700 m
DWDM SISCO LH SLM <> BDN,,BACKBONE new,2,6,16,26379,30700 m
DWDM RE-ENG SLM <> BDN METRO,,BACKBONE new,2,6,17,26308,31000 m
VALDO,,DCS,2,6,18,12341,
DCS UOB KAHIYAN C.2,,DCS,2,6,19,16563,
DWDM PERMATA HUK,,,2,6,20,-,
DCS VALBURY C.2,,DCS,2,6,21,9966,
DWDM PERMATA HUK,,,2,6,22,-,
QUIROS NETWORK,,,2,6,23,5095,
PRIMA HOTEL INDONESIA/ASHLEY TANG SABANG ( R8 ),,,2,6,24,9123,
DCS DINAMIKA USAHA C.2,,DCS,2,7,1,18700,
DCS BCA KWITANG,,DCS,2,7,2,8703,
DCS BANK DANAMON C.1,,DCS,2,7,3,6567,
PE=MGL-SLM (Tx),,PE,2,7,4,6955,
BANK NASIONAL NOBU,,,2,7,5,6351,
ARYA DUTA / ARYADUTA DCS,,DCS,2,7,6,7572,
PE=MGL-SLM (Rx),,,2,7,7,6952,
BPM TNI AL KOARMADA 1 / KODAMKAR,,DCS,2,7,8,7595,
IDDLE,,DCS,2,7,9,6351,
SPIDER GRAHA MR 21,2 CORE,,2,7,10,6317,
DCS TONSON ANTARA,,DCS,2,7,11,3342,
PERTAMINA (SLM-PE-03) / Pertamina_Lubricants,,,2,7,12,7713,
IDLE,,,2,7,13,-,
IDLE,,,2,7,14,-,
DCS AEROWISATA,,DCS,2,7,15,9976,
DCS PGI CIKINI,,DCS,2,7,16,11198,
DCS ASURAN,,DCS,2,7,17,6346,
ASL21100 TX BANK MANDIRI,,TV + INTERNET,2,7,18,10.809,
DCS DEUTSCHE IMAM BONJOL,,DCS,2,7,19,9469,
DCS OKANSA KAPITAL,,DCS,2,7,20,9529,
DCS MANDALA FINANCE,,DCS,2,7,21,10148,
PRIMARY WDM 1 TX,,BACKBONE WDM,2,7,22,6543,
PRIMERY WDM 1 RX,,BACKBONE WDM,2,7,23,6543,
ASL21100 RX BANK MANDIRI,,TV + INTERNET,2,7,24,10.809,
IDLE,,,2,8,1,-,
IDLE,,,2,8,2,-,
IDLE,,,2,8,3,-,
IDLE,,,2,8,4,-,
IDLE,,,2,8,5,-,
IDLE,,,2,8,6,-,
IDLE,,,2,8,7,-,
IDLE,,,2,8,8,-,
IDLE,,,2,8,9,-,
IDLE,,,2,8,10,-,
IDLE,,,2,8,11,-,
IDLE,,,2,8,12,-,
DCS MNC SECURITAS (Lab),,DCS,2,8,13,6374,
DCS MNC SECURITAS INTERNET C.2,,DCS,2,8,14,6373,
IDLE,,,2,8,15,-,
IDLE,,,2,8,16,-,
DCS PTPN (PERTAMINA PATRA NIAGA ) DSL232,2 CORE,DCS,2,8,17,5696,
REDUNDANT WDM 2 RX,,BACKBONE WDM,2,8,18,8150,
REDUNDANT WDM 2 TX,,BACKBONE WDM,2,8,19,8150,
IDLE,,,2,8,20,-,
PERMATA BANK JOHAR,,DCS,2,8,21,5772,
SPIDER GRAHA MR 21,2 CORE,,2,8,22,6317,
DCS MNC FINANCE,,DCS,2,8,23,6402,
MNC KAPITAL INDONESIA,,,2,8,24,-,
IDLE,,,2,9,1,-,
IDLE,,,2,9,2,-,
IDLE,,,2,9,3,-,
IDLE,,,2,9,4,-,
IDLE,,,2,9,5,-,
IDLE,,,2,9,6,-,
IDLE,,,2,9,7,-,
DCS BCA KWITANG,,,2,9,8,8703,
PASAR BARU MANSION,TX,PE,2,9,9,9563,LOSSES 8264
PASAR BARU MANSION,RX,PE,2,9,10,9563,LOSSES 7426
IDLE,,,2,9,11,-,
IDLE,,,2,9,12,-,
IDLE,,,2,9,13,-,
IDLE,,,2,9,14,-,
IDLE,,,2,9,15,-,
IDLE,,,2,9,16,-,
IDLE,,,2,9,17,-,
IDLE,,,2,9,18,-,
IDLE,,,2,9,19,-,
IDLE,,,2,9,20,-,
IDLE,,,2,9,21,-,
IDLE,,,2,9,22,-,
IDLE,,,2,9,23,-,
IDLE,,,2,9,24,-,
IDLE,,,2,10,1,-,
IDLE,,,2,10,2,-,
IDLE,,,2,10,3,-,
IDLE,,,2,10,4,-,
IDLE,,,2,10,5,-,
IDLE,,,2,10,6,-,
IDLE,,,2,10,7,-,
IDLE,,,2,10,8,-,
IDLE,,,2,10,9,-,
IDLE,,,2,10,10,-,
IDLE,,,2,10,11,-,
IDLE,,,2,10,12,-,
IDLE,,,2,10,13,-,
IDLE,,,2,10,14,-,
IDLE,,,2,10,15,-,
IDLE,,,2,10,16,-,
IDLE,,,2,10,17,-,
IDLE,,,2,10,18,-,
IDLE,,,2,10,19,-,
IDLE,,,2,10,20,-,
IDLE,,,2,10,21,-,
IDLE,,,2,10,22,-,
IDLE,,,2,10,23,-,
IDLE,,,2,10,24,-,
IDLE,,,2,11,1,-,
EONA DWDM UJB SLM<>NIX JAKARTA,,BACKBONE,2,11,2,5309,
DCS SPIDER TEMPO SCAN,,DCS,2,11,3,11642,
DCS SPIDER TEMPO SCAN,,DCS,2,11,4,11633,
DCS GRAMEDIA ASRI MEDIA,,DCS,2,11,5,4129,
DSL16800,TX,TV + INTERNET,2,11,6,5750,
HOTEL WYNDHOME CASABLANCA (RS BRAWIJAYA),,TV ONLY ANALOG,2,11,7,6587,
DSL16800,RX,TV + INTERNET,2,11,8,5750,
DSL16500,TX,TV + INTERNET,2,11,9,4523,
DSL16500,RX,TV + INTERNET,2,11,10,4523,
BADIKLAT KEMHAN / Bendahara_Pengeluaran_Kemhan_[Primary,,DCS,2,11,11,2029,
DSL149,RX,TV + INTERNET,2,11,12,7165,
IDLLE,,SPYDER,2,11,13,,
IDLLE,,SPYDER,2,11,14,,
DCS KU DITPALAD,,DCS,2,11,15,4405,
DCS DISLIT BANGAD,,DCS,2,11,16,4676,
DCS RUMAH POMPA SETIA BUDI TIMUR,,DCS,2,11,17,6326,
DCS PINTU AIR KW31 / DINAS TATA AIR MATRAMAN,,DCS,2,11,18,4705,
DCS DSDA RUMAH POMPA BIDARA CINA,,DCS,2,11,19,7288,
DCS DPP (PARTAI DEMOKRAT),,DCS,2,11,20,3.106,
EONA DWDM UJB SLM<>NIX JAKARTA,,BACKBONE,2,11,21,5309,
ÿSLM-PUSINTELAD,,,2,11,22,4147,
IDLLE,,SPYDER,2,11,23,,
DCS SPIDER AIROBIMO SENTRAL (ARB),,SPYDER,2,11,24,8.618,
SLM PE 10 TO QUANTUM PE 01,,,2,12,1,8.402,
DSL16400,TX,TV + INTERNET,2,12,2,6914,
DSL15500,RX,TV + INTERNET,2,12,3,7598,
DSL15500,TX,TV + INTERNET,2,12,4,7597,
DSL15400,TX,TV + INTERNET,2,12,5,7117,
DSL15400,RX,TV + INTERNET,2,12,6,7118,
DSL16600,TX,TV + INTERNET,2,12,7,6374,
DSL16600,RX,TV + INTERNET,2,12,8,6371,
DSL15700,TX,TV + INTERNET,2,12,9,5641,
DSL15700,RX,TV + INTERNET,2,12,10,5642,
DSL15800,TX,TV + INTERNET,2,12,11,6420,
DSL15800,RX,TV + INTERNET,2,12,12,6419,
DSL15100,TX,TV + INTERNET,2,12,13,7965,
DSL15100,RX,TV + INTERNET,2,12,14,7965,
DSL14800,TX,TV + INTERNET,2,12,15,8266,
DSL14800,RX,TV + INTERNET,2,12,16,8266,
DSL146,TX,TV + INTERNET,2,12,17,7100,
DSL146,RX,TV + INTERNET,2,12,18,7100,
DSL14700,TX,TV + INTERNET,2,12,19,7473,
DSL14700,RX,TV + INTERNET,2,12,20,7473,
DSL149,TX,TV + INTERNET,2,12,21,7165,
BCA PRIMACOM SLM ADV 01 PORT 12,,DCS,2,12,22,7000,
DSL15000,TX,TV + INTERNET,2,12,23,5045,
DSL15000,RX,TV + INTERNET,2,12,24,5044,
DSL14300,TX,TV + INTERNET,2,13,1,5004,
DSL14300,RX,TV + INTERNET,2,13,2,5003,
DSL14400,TX,TV + INTERNET,2,13,3,4572,
DSL14400,RX,TV + INTERNET,2,13,4,4572,
DSL14500,TX,TV + INTERNET,2,13,5,4179,
DSL14500,RX,TV + INTERNET,2,13,6,4179,
DSL14100,TX,TV + INTERNET,2,13,7,4387,
DSL14100,RX,TV + INTERNET,2,13,8,4384,
DSL14200,TX,TV + INTERNET,2,13,9,3676,
DSL14200,RX,TV + INTERNET,2,13,10,3676,
DSL14000,TX,TV + INTERNET,2,13,11,3158,
DSL14000,RX,TV + INTERNET,2,13,12,3158,
SPIDER WISMA INDOMOBIL / SLM-PE-10 to WIM4-PE-01,,SPYDER,2,13,13,9825,
SWADHARMA HOTEL SHANGRILA CATV,,TV ONLY ANALOG,2,13,14,13919,
BCA JATINEGARA TIMUR,,DCS,2,13,15,7460,
SUDIRMAN PLAZA,,TV ONLY ANALOG,2,13,16,9746,
DCS JAYA KENCANA,,DCS,2,13,17,1620,
DCS BCA KK_PASAR JATINEGARA SLM-NCS-02-5,,DCS,2,13,18,5807,
DSL12800,TX,TV + INTERNET,2,13,19,2469,
DSL12800,RX,TV + INTERNET,2,13,20,2469,
DSL12900,TX,TV + INTERNET,2,13,21,1329,
DSL12900,RX,TV + INTERNET,2,13,22,1322,
SPIDER WISMA INDOMOBIL / SLM-PE-10 to WIM4-PE-01,,SPYDER,2,13,23,9825,
COZMO MENTENG,,DCS,2,13,24,2575,
REDUNDANT WISMA RAJAWALI,,SPYDER,2,14,1,10.045,
REDUNDANT WISMA RAJAWALI,,SPYDER,2,14,2,10.045,
GRII CG-SLM,,,2,14,3,-,
HOTEL MY FLOWER,,TV ONLY ANALOG,2,14,4,10100,
BANK BCA SYARIAH C1,,DCS,2,14,5,6738,
DCS SPIDER MENARA PALMA,,SPYDER,2,14,6,8751,
DSL16400,RX,TV + INTERNET,2,14,7,6911,
DCS SPIDER MENARA PALMA,,SPYDER,2,14,8,8751,
DSL15600,TX,TV + INTERNET,2,14,9,5525,
DSL15600,RX,TV + INTERNET,2,14,10,5522,
DSL16000,TX,TV + INTERNET,2,14,11,5962,
DSL16000,RX,TV + INTERNET,2,14,12,5967,
DSL15900,TX,TV + INTERNET,2,14,13,6197,
DSL15900,RX,TV + INTERNET,2,14,14,6194,
DSL16200,RX,TV + INTERNET,2,14,15,7473,
DSL16200,TX,TV + INTERNET,2,14,16,7473,
DSL16100,TX,TV + INTERNET,2,14,17,6980,
DSL16100,RX,TV + INTERNET,2,14,18,6982,
DSL16300,TX,TV + INTERNET,2,14,19,7654,
DSL16300,RX,TV + INTERNET,2,14,20,7654,
DSL15200,TX,TV + INTERNET,2,14,21,10462,
DSL15200,RX,TV + INTERNET,2,14,22,10462,
DSL15300 sudah ftth,TX,TV + INTERNET,2,14,23,6918,
DSL15300 sudah ftth,RX,TV + INTERNET,2,14,24,6914,
